Index,Questions
3007,How to know when operations happened on a table?
3008,Tell me a few important views used in Oracle you have learned?
3009,Compare SQL and PL/SQL.
3010,What is PL/SQL?
3011,What is the Basic Structure of PL/SQL?
3012,What is a Trigger and what are its uses?
3013,What Data Types are Present in PL/SQL?
3014,What are the Basic Parts of a Trigger?
3015,How is the Process of PL/SQL Compiled?
3016,What is a Join?
3017,What is a View?
3018,What Does a PL/SQL Package Consist Of?
3019,"What do you know about the Commands COMMIT, ROLLBACK, and SAVEPOINT?"
3020,What are the Benefits of PL/SQL Packages?
3021,What is Exception Handling?
3022,Mention a Few Predefined Exceptions
3023,What are the Various Types of SQL Statements?
3024,What are the Different Methods to Trace the PL/SQL Code?
3025,What are the Various Types of Parameters in PL/SQL?
3026,What are PL/SQL Records?
3027,Why do we use Index in a Table?
3028,"What is the Difference among Functions, Procedures, and Packages in PL/SQL?"
3029,Why are Database Links Used?
3030,What is a Stored Procedure?
3031,What is the Overloading of a Procedure?
3032,What is meant by Expressions?
3033,"Which Cursor Attributes are the Result of a Saved DML Statement, when it is Executed?"
3034,What is a Cursor? Why is it Required?
3035,What are the Types of Cursors?
3036,What is the Open Cursor Command Function?
3037,How to Delete a Trigger?
3038,What are the Advantages of Stored Procedures?
3039,What are the Various Types of Schema Objects that can be Created by PL/SQL?
3040,What is the Advantage of Implicit Records?
3041,What are the Ways of Commenting in PL/SQL?
3042,What is %TYPE?
3043,What is %ROWTYPE?
3044,Differentiate between a Temporary Tablespace and a Permanent Tablespace
3045,How Many Triggers can be Applied to a Table?
3046,What is a Mutating Table Error?
3047,What does the PLVtab Enable you to do when you Show the Contents of PL/SQL Tables?
3048,How can you Save or Place your msg in a Table?
3049,What are Pseudocolumns and how do they work? How can Pseudocolumns be used in Procedure Statements?
3050,What is the use of the || Operator?
3051,"What is the difference between Sqlcode and Sqlerrm, and why are they important for Pl/SQL Developers?"
3052,What is raise_application_error?
3053,"In PL/SQL, how can you verify whether an Update Statement is Executed or not?"
3054,Explain the Day-to-day Activities in PL/SQL
3055,How can you locate a PL/SQL Block when a Cursor is Open?
3056,What do you know about pragma_exception_init in PL/SQL?
3057,"In PL/SQL, what are the differences between Stored Procedure and Stored Function?"
3058,How to Display Records having the Maximum Salary from an Employee Table?
3059,What is the Syntax to Disable a Trigger?
3060,How to Display the Highest Salary from an Employee Table?
3061,Which Command is used for Deleting a Package?
3062,How to Display the Second Highest Salary from an Employee Table?
3063,How can you view the User-defined Functions and Procedures in PL/SQL?
3064,What is a Join?
3065,"In PL/SQL, what is the Purpose of the DBMS_OUTPUT Package?"
3066,What is a View?
3067,How can you Execute a Stored Procedure?
3068,What are the differences between ANY and ALL operators?
3069,How to Create a Function?
3070,How can you Switch from an Init.ora File to Spfile?
3071,What is a Subquery? What are Its Types?
3072,How can you Read/Write Files in PL/SQL?
3073,How do you Create Nested Tables in PL/SQL?
3074,How to find the number of rows in a DB2 table?
3075,How can the duplicate values be eliminated from DB2 SELECT?
3076,What is Aggregate?
3077,Is it possible using MAX on a CHAR column?
3078,Why SELECT is not preferred in Embedded SQL programs?
3079,When is the LIKE statement used?
3080,How is the value function used?
3081,What are UNION and UNION ALL?
3082,Is there any restriction on the use of UNION in Embedded SQL?
3083,What do you mean by BETWEEN and IN? Is BETWEEN inclusive of specified range values?
3084,How can the FIRSTNAME and the LASTNAME from the EMP table be concatenated to generate complete names?
3085,What could be the reason that the MySQL statement 'SELECT AVG (SALARY) FROM EMP' generates an inaccurate output?
3086,What is a CURSOR and what is its use?
3087,How to retrieve rows from a DB2 table in Embedded SQL?
3088,What is the result of the OPEN CURSOR statement?
3089,Can there be more than one cursor open for any program?
3090,How would the VARCHAR column REMARKS be defined?
3091,"What is the physical storage length of each of the data types, DATE, TIME, and TIMESTAMP?"
3092,What is meant by DCLGEN?
3093,What are the contents of DCLGEN?
3094,What are some of the main fields in SQLCA?
3095,What is meant by EXPLAIN?
3096,How to perform EXPLAIN for any Dynamic SQL statement?
3097,What are the isolation levels possible?
3098,What is the difference between CS and RR isolation levels?
3099,What is meant by Lock Escalation?
3100,What are the various types of Locks?
3101,What is ALTER?
3102,What do you understand by DBRM and PLAN?
3103,What is meant by ACQUIRE/RELEASE in BIND?
3104,What is meant by PACKAGES?
3105,What are the advantages of using PACKAGES?
3106,What is a collection?
3107,What is Dynamic SQL?
3108,What is SQL Server?
3109,Compare MySQL vs SQL Server.
3110,How and why use SQL Server?
3111,What are the features of MySQL?
3112,What are the advantages and disadvantages of using MySQL?
3113,What is the basic MySQL architecture?
3114,What is the Traditional Network Library for a system?
3115,What is the default port for MySQL Server?
3116,"What do DDL, DML, and DCL stand for?"
3117,What is a join in MySQL?
3118,What are the common MySQL functions?
3119,What is the difference between CHAR and VARCHAR?
3120,What are Heap Tables?
3121,What is the syntax for concatenating tables in MySQL?
3122,What is the limit of indexed columns that can be created for a table?
3123,What are the different types of strings used in database columns in MySQL?
3124,How can a user get the current SQL version?
3125,What is the difference between primary key and unique key?
3126,Is there an object-oriented version of MySQL library functions?
3127,What is the storage engine used for MySQL?
3128,What is the difference between the primary key and the candidate key?
3129,What are the different types of tables in MySQL?
3130,What are the differences between a primary key and a foreign key?
3131,What is the use of ENUM in MySQL?
3132,What are the TRIGGERS that can be used in MySQL tables?
